3020
3027
1972
-1195
-3803
-6826
-8386
-6825
-3338
-747
786
-370
-4735
-7139
-8069
-8074
-6828
-6518
-10713
-16923
-22826
-15062
1822
18164
32767
26553
15680
1745
-7454
-11328
-9629
-6204
-9006
-6206
-1977
7141
17545
24067
21586
11952
2559
-8383
-11330
-9628
-6824
-4970
-2865
1274
5897
13199
15678
13200
7138
-1588
-8381
-10712
-8694
-7448
-5589
-4265
180
7138
13820
15679
10713
2868
-6830
-11330
-10094
-5271
-1068
1901
3177
2714
3179
1974
-478
-3959
-6825
-8074
-6206
-2402
106
792
-1276
-4422
-7761
-8694
-6205
-4113
-3178
-4266
-9626
-18785
-24071
-13195
2402
19409
31522
24071
13815
949
-6209
-10712
-7449
-6209
-8691
-4578
559
10089
18789
22825
18168
9314
-30
-9624
-10089
-8074
-5272
-3183
376
3953
7763
13815
13199
10088
3647
-3803
-9002
-9314
-6519
-4963
-2870
-3024
353
7142
12573
14443
9621
1821
-7139
-10089
-8383
-3956
373
2055
2400
2290
2708
1435
-396
-3487
-6521
-6826
-5278
-2400
-522
260
-1745
-4110
-5586
-7141
-5895
-4113
-2713
-3021
-4736
-9620
-18794
-21577
-10716
3026
20342
30276
22832
12570
988
-6209
-10710
-7141
-5897
-6208
-2131
3025
10710
17544
20343
15679
7142
-1433
-9315
-10088
-7142
-3487
-909
2713
5276
8071
11954
10712
7139
1199
-4732
-8693
-8071
-4965
-2558
373
396
-1200
1744
8069
10093
10089
5277
-3180
-7759
-7141
-4574
-1201
1742
715
597
1664
1588
751
-985
-3799
-6209
-4965
-3490
-2208
-1063
-1741
-3647
-5273
-5278
-5273
-3491
-2402
-3179
-3644
-4423
-7761
-15059
-20342
